customer_id,customer_name,account_type,customer_tier,risk_score,complaint_history,kyc_status,years_with_bank
108660,Urvashi Loke,Savings,Gold,0.65,3,Verified,10
101484,Harita Thaker,Current,Silver,0.36,8,Pending,1
106436,Kala Bahri,Current,Wealth,1.0,10,Pending,10
106529,Vincent Chatterjee,Salary,Regular,0.96,1,Pending,4
100315,Balendra Saha,Current,Gold,0.01,5,Verified,21
104667,Rishi Nayak,Savings,Regular,0.71,0,Verified,22
107651,Dayita Lanka,NRI,Platinum,0.78,3,Verified,1
103453,Warda Loyal,Current,Silver,0.37,10,Verified,12
104692,Tanveer Gala,Current,Platinum,0.32,3,Verified,6
108827,Aarini Grewal,Savings,Gold,0.6,1,Expired,2
101357,Zinal Khatri,NRI,Wealth,0.13,7,Expired,15
104982,Kai Palla,Savings,Gold,0.23,10,Verified,24
102029,Faraj Kalla,Salary,Gold,0.9,3,Verified,14
108186,Nidhi Dar,Salary,Silver,0.76,2,Expired,22
105742,Krish Luthra,Current,Wealth,0.74,4,Pending,9
101649,Ishita Sibal,Current,Silver,0.24,4,Expired,2
102240,Theodore Raval,Salary,Silver,0.81,7,Verified,4
102481,Zehaan Jain,Salary,Platinum,0.26,10,Pending,5
105865,Kiaan Kapur,Current,Wealth,0.38,4,Expired,4
106789,Chanchal Bahri,Savings,Wealth,0.36,10,Pending,14
102325,Hemang Dutta,Savings,Wealth,0.37,8,Expired,8
109991,Nimrat Dayal,Savings,Wealth,0.63,2,Expired,9
108962,Urvashi Mane,Salary,Silver,0.22,2,Pending,19
103345,Zehaan Parmer,NRI,Platinum,0.93,7,Expired,23
108023,Oeshi Saini,Savings,Platinum,0.75,6,Expired,16
104563,Chaitanya Lad,Salary,Silver,0.16,8,Verified,14
104551,Azad Nori,Current,Platinum,0.7,7,Expired,10
107780,Ijaya Gour,Salary,Regular,0.38,4,Pending,2
101410,Falguni Verma,Salary,Gold,0.52,5,Verified,20
108953,Samesh Zachariah,Salary,Regular,0.16,2,Expired,15
105263,Aarush Nigam,Salary,Platinum,0.61,9,Pending,22
100757,Dhruv Som,Salary,Silver,0.29,5,Verified,13
102790,Brijesh Badal,Savings,Wealth,0.13,5,Pending,23
100033,Jeet Ganesan,Savings,Regular,0.82,8,Verified,10
104883,Luke Sekhon,Salary,Silver,0.1,6,Verified,1
103005,Shivani Chaudhry,Savings,Wealth,0.03,10,Pending,12
109143,Faris Saran,NRI,Regular,0.14,0,Pending,12
101690,Tejas Nadig,Current,Platinum,0.32,3,Verified,16
105051,Champak Soman,Current,Regular,0.04,10,Expired,3
102371,Michael Lala,NRI,Gold,0.95,1,Verified,22
102378,Charvi Ranganathan,Current,Wealth,0.99,9,Expired,4
108276,Kritika Thakur,NRI,Regular,0.46,0,Verified,17
101603,Ekbal Mittal,Salary,Platinum,0.56,10,Verified,21
104123,Bahadurjit Nazareth,NRI,Wealth,0.11,8,Pending,8
101429,Shivani Rajagopalan,Current,Gold,0.15,1,Verified,21
104287,Yachana Swamy,Current,Regular,0.1,1,Expired,25
103576,Aradhana Viswanathan,Salary,Platinum,0.61,7,Expired,10
108401,Damyanti Krishna,NRI,Gold,0.12,9,Verified,2
105825,Qadim Chander,NRI,Wealth,0.81,6,Pending,3
102097,Upma Sarin,Current,Regular,0.75,4,Expired,12
104547,Vritti Dasgupta,Current,Wealth,0.07,7,Pending,4
108196,Mitesh Dhar,Salary,Regular,0.68,8,Verified,6
108191,David Jaggi,NRI,Wealth,0.86,2,Verified,6
109395,Ekaraj Choudhry,Salary,Silver,0.56,3,Expired,24
107372,Dayamai Anne,Current,Platinum,0.75,2,Verified,22
101067,Xiti Pathak,Savings,Wealth,0.62,4,Verified,19
105047,Raagini Gola,Savings,Gold,0.19,6,Expired,21
101257,Saanvi Natt,NRI,Gold,0.91,6,Pending,16
107429,Urvashi Mody,Current,Wealth,0.88,7,Pending,1
102768,Yashawini Swamy,NRI,Regular,0.06,4,Pending,1
104010,Zayan Rege,NRI,Platinum,0.46,3,Verified,3
104026,Om Yadav,Salary,Gold,0.6,6,Pending,12
107392,Indali Ahluwalia,NRI,Regular,0.1,7,Pending,14
106931,Prisha Iyer,Current,Platinum,0.15,4,Expired,14
108013,Dev Cherian,Salary,Silver,0.89,3,Pending,15
103361,Shivani Padmanabhan,Savings,Wealth,0.64,8,Verified,18
108611,Nitara Prakash,Salary,Gold,0.67,6,Verified,19
100785,Hritik Bhalla,NRI,Silver,0.74,3,Expired,6
102544,Jyoti Tak,Current,Platinum,0.26,6,Verified,9
106301,Shravya Cherian,Savings,Platinum,0.01,8,Expired,10
103696,Vasana Malhotra,NRI,Wealth,0.85,4,Pending,1
103088,Lakshit Bhatia,Salary,Wealth,0.9,4,Expired,12
105729,Ekantika Deol,Savings,Silver,0.38,2,Expired,21
100660,Amaira Warrior,Salary,Platinum,0.43,3,Verified,25
100361,Zayan Kamdar,NRI,Silver,0.61,4,Pending,13
102699,Aishani Chandran,Savings,Wealth,0.65,8,Pending,8
103221,Yashica Konda,Current,Gold,0.04,3,Pending,14
106875,Vasudha Badal,Current,Platinum,0.07,0,Pending,12
104966,Nachiket Merchant,NRI,Platinum,0.27,7,Expired,5
100107,Frederick Banik,Savings,Gold,0.36,5,Expired,24
108658,Abhiram Kala,NRI,Regular,0.1,6,Expired,25
103865,Manan Muni,Salary,Regular,0.71,9,Pending,25
105632,Tarak Devan,Current,Platinum,0.74,8,Expired,12
104245,Avi Barad,NRI,Platinum,0.31,0,Verified,16
109743,Aachal Iyengar,Current,Wealth,0.35,3,Expired,6
102537,Kalpit Bora,Savings,Regular,0.78,9,Expired,9
106459,Siddharth Andra,NRI,Regular,0.89,7,Pending,9
102804,Priya Goyal,NRI,Wealth,0.67,2,Pending,5
104880,Saumya Baria,Current,Regular,0.47,0,Verified,20
100567,Lila Naik,Savings,Platinum,0.43,9,Pending,24
107168,Amruta Mannan,Salary,Silver,0.05,2,Pending,12
101679,Saumya Seth,Current,Silver,0.5,10,Verified,16
102701,Triya Sharma,NRI,Silver,0.65,5,Verified,21
106793,Vritti Sabharwal,NRI,Gold,0.46,1,Pending,3
106013,Aachal Ravi,Savings,Silver,0.97,1,Verified,25
102563,Chasmum Pandit,Savings,Platinum,0.13,1,Verified,19
108693,Teerth Rai,Salary,Gold,0.14,7,Pending,25
101404,Jagat Banik,NRI,Wealth,0.46,1,Expired,6
107855,Onveer Gola,NRI,Gold,0.93,8,Verified,20
107901,Kabir Garg,NRI,Gold,0.11,9,Expired,5
106539,Neha Bains,Salary,Regular,0.88,9,Expired,12
101952,Eiravati Balay,Savings,Wealth,1.0,5,Expired,6
109144,Jason Pandit,Savings,Silver,0.17,2,Pending,19
101233,Ishita Kamdar,Current,Silver,0.81,8,Expired,9
100317,Yauvani Parekh,Salary,Platinum,0.02,3,Pending,19
109644,Jasmit Natt,Current,Regular,0.95,3,Verified,22
103200,Anirudh Nazareth,Savings,Regular,0.86,4,Pending,20
101557,Darsh Das,Current,Platinum,0.36,9,Verified,3
101940,Bhanumati Andra,Current,Gold,0.86,8,Pending,1
105621,Inaya Bajaj,Savings,Platinum,0.26,1,Pending,15
107742,Damini Sankaran,Salary,Silver,0.69,2,Expired,21
108661,Max Badami,Salary,Platinum,0.39,10,Verified,16
103046,Chaman Munshi,Savings,Gold,0.25,4,Pending,22
100594,Suhani Bhat,Salary,Silver,0.3,6,Pending,19
103552,Netra Koshy,Salary,Regular,0.78,6,Verified,4
101449,Urmi Nagy,NRI,Wealth,0.44,8,Verified,15
108816,Darika Jayaraman,Salary,Regular,0.78,10,Verified,23
107265,Anirudh Bala,Current,Platinum,0.73,5,Verified,14
104892,Girik Pingle,NRI,Silver,0.32,1,Verified,21
104822,Nitara Sarin,Salary,Regular,0.31,8,Pending,17
101451,Yashoda Bhatnagar,NRI,Platinum,0.89,2,Pending,7
106812,Ansh Goyal,Salary,Regular,0.04,0,Expired,23
104581,Nihal Mallick,NRI,Silver,0.58,2,Pending,24
104006,Ucchal Sunder,Current,Platinum,0.44,4,Expired,21
109234,Krishna Nagarajan,NRI,Silver,0.57,7,Expired,1
106098,Chatura Comar,Current,Gold,0.99,5,Verified,5
102824,Christopher Gour,Savings,Wealth,0.74,1,Expired,10
102450,Upma Sawhney,Salary,Gold,0.83,0,Verified,2
109919,Aarnav Andra,NRI,Silver,0.6,9,Verified,9
109837,Damini Issac,Salary,Wealth,0.51,6,Expired,21
104338,Kalpit Tripathi,NRI,Platinum,0.12,6,Expired,13
107512,Ishanvi Kadakia,Current,Silver,0.55,9,Pending,13
103998,Gauri Sant,Salary,Platinum,0.01,9,Expired,2
104329,Advika Chana,Salary,Wealth,0.01,8,Verified,21
102603,Peter Panchal,NRI,Silver,0.59,3,Verified,19
100287,Bhavna Raju,Savings,Gold,0.76,3,Pending,4
102254,Ishaan Hora,Savings,Gold,0.01,9,Expired,21
103434,Yatin Manne,Current,Silver,0.95,5,Verified,19
101943,Eesha Wadhwa,Savings,Silver,0.95,2,Expired,12
104582,Nisha Khurana,NRI,Regular,0.24,8,Expired,10
106247,Abdul Rajagopalan,Salary,Platinum,0.08,5,Pending,2
106146,Laksh Parmer,Salary,Platinum,0.51,9,Pending,2
102457,Brinda Krishna,Savings,Gold,1.0,5,Expired,17
107002,Qarin Parmer,Salary,Silver,0.96,9,Expired,20
106746,Krisha Virk,NRI,Silver,0.36,7,Expired,13
100630,Januja Nair,Savings,Wealth,0.34,9,Pending,3
106825,Joshua Dua,Savings,Platinum,0.28,10,Verified,11
100867,Peter Lad,Savings,Platinum,0.92,1,Expired,16
106432,Neha Dar,Current,Regular,0.41,3,Verified,14
103827,Kai Seth,Salary,Regular,0.62,7,Verified,22
103672,Kala Chauhan,Salary,Silver,0.1,5,Verified,21
101887,Daksh Raj,Current,Wealth,0.74,1,Expired,10
100562,Manya Aggarwal,NRI,Gold,0.09,0,Pending,23
104146,Damyanti Deshmukh,Current,Platinum,0.0,10,Pending,3
109554,Warinder Borah,Current,Wealth,0.56,5,Expired,6
107543,Chandresh Raghavan,Salary,Wealth,0.04,4,Expired,1
106451,Nitara Chad,Current,Wealth,0.25,1,Pending,19
102686,Joshua Amble,NRI,Gold,0.5,4,Pending,17
100967,Ikshita Arora,NRI,Regular,0.97,7,Expired,15
106895,Upasna Kashyap,Salary,Platinum,0.94,3,Verified,17
104625,Sudiksha Ghose,Current,Platinum,0.24,10,Expired,13
100675,Edhitha Swaminathan,NRI,Wealth,0.78,4,Expired,2
106852,Ikshita Ghose,NRI,Gold,0.28,3,Expired,19
106981,Lohit Pai,Current,Wealth,0.14,3,Verified,10
100123,Karan Mutti,Salary,Platinum,0.42,3,Expired,4
109610,Yoshita Singhal,Salary,Platinum,0.23,8,Expired,7
108768,Nachiket Pal,Current,Gold,0.35,10,Expired,7
107481,Balvan Sanghvi,NRI,Wealth,0.74,10,Pending,22
106627,Rajeshri Bajaj,NRI,Gold,0.31,4,Expired,6
103102,Vasana Dar,Savings,Regular,0.95,1,Expired,13
106610,Ati Murthy,Current,Platinum,0.01,8,Pending,20
105215,Diya Vora,Salary,Gold,0.17,0,Expired,13
101258,Bakhshi Bandi,Savings,Wealth,0.81,9,Verified,19
102948,Neha Dixit,NRI,Regular,0.31,6,Pending,7
105830,Vyanjana Dixit,NRI,Silver,0.53,4,Expired,18
105320,Januja Merchant,Salary,Wealth,0.18,7,Expired,11
103632,Chakradev Mital,Salary,Wealth,0.24,0,Verified,7
101217,Fariq Kata,NRI,Gold,0.56,2,Expired,12
105511,Jagat Chahal,NRI,Regular,0.75,3,Pending,10
109620,Nandini Majumdar,NRI,Wealth,0.88,3,Verified,20
100149,Forum Dutta,Savings,Gold,0.82,1,Expired,18
104164,Kashvi Balan,Current,Gold,0.7,2,Expired,6
102902,Chakradhar Garde,Savings,Regular,0.56,9,Pending,6
107823,Balvan Badal,NRI,Platinum,0.35,3,Expired,20
104141,Logan Dora,Current,Silver,0.84,6,Pending,11
106025,Mitali Oak,Savings,Gold,0.56,10,Pending,3
100573,Wridesh Basak,NRI,Wealth,0.49,6,Pending,21
100806,Harini Sachar,Salary,Platinum,0.57,6,Pending,25
108655,Oviya Nigam,Current,Regular,0.26,6,Pending,22
102642,Jeevika Prabhu,Current,Regular,0.24,3,Verified,25
108255,Yashawini Subramaniam,Savings,Gold,0.22,1,Verified,1
107654,Veer Mammen,Salary,Wealth,0.31,9,Pending,24
101769,Ekavir More,Salary,Platinum,0.16,10,Verified,17
101751,Omaja Suri,Salary,Platinum,0.47,8,Verified,11
101244,Adweta Raju,Savings,Regular,0.04,1,Verified,12
104542,Rishi Kant,Savings,Gold,0.14,6,Expired,8
109512,Bhavani Wadhwa,Savings,Gold,0.49,8,Pending,9
105991,Qarin Mani,Current,Platinum,0.45,1,Pending,11
109372,Jasmit Vasa,Savings,Regular,0.06,1,Verified,8
100623,Jonathan Gala,Current,Regular,0.65,4,Verified,6
107632,Yatan Mohan,Savings,Regular,0.3,3,Verified,13
104785,Turvi Nayar,Current,Regular,1.0,0,Verified,13
104787,Anmol Patla,Current,Platinum,0.41,1,Verified,20
102499,Abeer Basak,Savings,Regular,0.36,10,Verified,18
104889,Sathvik Date,NRI,Silver,0.87,4,Expired,25
107488,Om Randhawa,Current,Regular,0.04,6,Pending,13
104025,Nandini Dubey,NRI,Regular,0.55,4,Verified,2
103308,Manthan Edwin,Current,Wealth,0.14,2,Expired,4
102259,Yochana Sanghvi,Current,Platinum,0.87,9,Pending,21
105705,Kai Ramaswamy,Salary,Platinum,0.04,9,Pending,23
100683,Isaac Doshi,Current,Regular,0.17,7,Verified,19
109118,Balendra Radhakrishnan,Current,Silver,0.33,9,Expired,6
105703,Rushil Biswas,Current,Platinum,0.3,6,Expired,5
100780,Daniel Dewan,Current,Regular,0.69,1,Pending,21
103279,Jonathan Ramakrishnan,Current,Silver,0.2,3,Pending,11
109724,Luke Sura,Salary,Gold,0.78,9,Verified,8
105204,Jagrati Raghavan,Current,Platinum,0.52,1,Verified,1
108175,Warhi Basu,Savings,Gold,0.6,2,Pending,24
104005,Rudra Bassi,Savings,Wealth,0.74,3,Expired,15
107323,Advik Borde,NRI,Platinum,0.17,8,Pending,13
102208,Omaja Kumar,NRI,Gold,0.91,10,Expired,1
105370,Divya Ram,NRI,Platinum,0.96,5,Verified,14
102460,Raghav Palan,Salary,Silver,0.25,1,Expired,2
102160,Nakul Modi,Current,Platinum,0.66,3,Expired,16
106940,Amaira Karpe,NRI,Gold,0.3,4,Verified,14
100525,Michael Thakur,Salary,Silver,0.69,10,Pending,5
102067,Dakshesh Bajaj,Salary,Platinum,0.28,8,Expired,16
100826,Jagat Nagy,Savings,Platinum,0.2,5,Expired,6
106985,Darsh Golla,Salary,Wealth,0.49,0,Verified,6
102586,Amrita Mane,Savings,Silver,0.79,4,Expired,20
100570,Libni Ratti,Current,Silver,0.99,6,Expired,20
108666,Urvi Rau,Salary,Wealth,0.77,3,Expired,23
104120,Manbir Mall,NRI,Wealth,0.97,9,Pending,9
103496,Vaishnavi Dada,NRI,Platinum,0.6,8,Pending,17
109785,Lipika Natarajan,Savings,Silver,0.92,10,Expired,23
105718,Yamini Mahajan,NRI,Gold,0.78,6,Pending,16
101169,Qadim Saraf,NRI,Silver,0.57,7,Expired,4
103350,Pratyush Goswami,NRI,Gold,0.59,0,Verified,4
104572,Balvan Sood,Current,Wealth,0.04,2,Pending,12
108623,Sathvik Kale,NRI,Gold,0.41,4,Pending,11
104317,Akshay Das,Current,Gold,0.84,9,Verified,15
100092,Samuel Nagar,Current,Gold,0.17,3,Pending,3
104137,Tarak Gupta,NRI,Silver,0.21,5,Pending,16
105232,Niharika Thakkar,NRI,Gold,0.32,3,Expired,22
103380,Samar Aggarwal,NRI,Platinum,0.1,0,Pending,14
109735,Libni Karan,NRI,Silver,0.88,6,Pending,6
109861,Harinakshi Rana,Savings,Regular,0.71,2,Expired,10
100046,Darika Dubey,Current,Platinum,0.72,0,Expired,5
105591,Shravya Parmer,Current,Platinum,0.08,4,Expired,13
107104,Balhaar Chaudhari,Salary,Silver,0.68,8,Pending,4
107022,Ijaya Hans,Salary,Regular,0.11,6,Verified,22
103953,Lila Dhar,NRI,Gold,0.44,2,Verified,17
100446,Upma Sankar,NRI,Regular,0.64,8,Pending,18
103381,Umang Nagi,NRI,Gold,0.28,6,Expired,7
107536,Nihal Barad,Savings,Wealth,0.74,4,Verified,3
109750,Jeremiah Sandal,Current,Wealth,0.27,10,Pending,25
106506,Jagrati Pai,NRI,Gold,0.18,7,Verified,6
100891,Faras Saraf,NRI,Gold,0.18,5,Verified,9
108371,Rajeshri Kanda,NRI,Regular,0.82,7,Expired,22
102684,Vincent Sharma,Savings,Regular,0.5,4,Pending,9
105398,Chasmum Borah,Current,Platinum,0.95,7,Expired,19
105282,Yashasvi Badami,Savings,Silver,0.33,1,Expired,16
109164,Yashasvi Keer,Salary,Silver,0.24,8,Pending,23
108941,Eta Swamy,Savings,Platinum,0.05,5,Pending,22
102356,Yashvi Sami,Current,Wealth,0.04,7,Verified,10
109245,Frado Garg,Savings,Regular,0.44,0,Expired,8
108781,Oscar Mahal,NRI,Platinum,0.54,4,Verified,6
102894,Patrick Pillay,Current,Wealth,0.09,4,Expired,13
106655,Rachita Purohit,NRI,Platinum,0.58,10,Pending,2
109731,Hamsini Ghosh,Current,Gold,0.6,1,Pending,6
103548,Vansha Kunda,NRI,Wealth,0.76,2,Verified,15
109405,Manbir Hora,NRI,Regular,0.7,9,Expired,5
108887,Jacob Ram,Current,Gold,0.62,6,Verified,5
101345,Onkar D’Alia,Savings,Regular,0.42,5,Pending,18
101470,Aadhya Luthra,Current,Gold,0.04,7,Pending,25
105499,Yahvi Singh,Savings,Wealth,0.35,4,Pending,16
106510,Jacob Sur,Salary,Gold,0.45,0,Expired,7
102220,Zaid Patil,Current,Platinum,0.76,5,Pending,8
109507,Hredhaan Randhawa,Current,Regular,0.22,0,Expired,8
105673,Quincy Sur,NRI,Gold,0.57,1,Verified,22
100848,Nikita Majumdar,Salary,Platinum,0.52,1,Pending,10
100492,Rushil Aggarwal,Savings,Silver,0.1,9,Verified,9
109436,Urishilla Vohra,NRI,Gold,0.97,8,Pending,11
105301,Rajeshri Tripathi,NRI,Gold,0.24,6,Expired,16
109880,Owen Patla,NRI,Silver,0.28,9,Verified,13
101456,Leela Karnik,Salary,Wealth,0.99,3,Pending,14
107264,Gunbir Apte,Current,Silver,0.22,1,Verified,8
109922,Pranit More,NRI,Gold,0.76,4,Verified,19
103468,Lipika Kashyap,Current,Wealth,0.75,5,Pending,23
105163,Xiti Bhardwaj,Savings,Silver,0.67,9,Expired,17
103170,Samesh Gara,NRI,Silver,0.26,6,Expired,10
103377,Chatura Dubey,Savings,Regular,0.38,9,Pending,11
105501,Aradhana Wagle,Savings,Gold,1.0,2,Pending,17
101316,Unnati Gade,Salary,Platinum,0.26,1,Pending,12
107355,Gaurangi Sekhon,Current,Regular,0.79,0,Expired,20
107977,Ubika Varty,Savings,Regular,0.78,6,Expired,22
106995,Mugdha Bala,Savings,Silver,0.29,0,Verified,13
101810,Charvi Toor,Savings,Gold,0.58,1,Expired,12
102850,Vamakshi Dey,Current,Silver,0.53,4,Pending,15
101101,Garima Vig,Salary,Gold,0.16,6,Pending,1
105928,Hamsini Bhatt,NRI,Gold,0.52,0,Pending,9
103199,Oliver Bhatia,Salary,Wealth,0.88,5,Pending,14
107458,Watika Khanna,NRI,Gold,0.3,6,Expired,21
102105,Aarnav Bobal,NRI,Silver,0.91,0,Expired,23
104911,Jhalak Mohanty,Salary,Wealth,0.81,5,Pending,1
107727,Vansha Tiwari,NRI,Silver,0.95,7,Expired,8
104728,Vidhi Acharya,Savings,Gold,0.12,10,Expired,12
100621,Nihal Soni,Savings,Regular,0.77,10,Verified,3
106862,Caleb Kapur,Savings,Platinum,0.56,5,Pending,7
108613,Abha Rajagopal,NRI,Gold,0.12,5,Verified,19
108976,Sanya Sheth,NRI,Gold,0.91,7,Pending,24
107829,Maanav Patla,NRI,Gold,0.68,6,Expired,13
108680,Faraj Barman,NRI,Platinum,0.11,4,Verified,6
104198,Chatresh Dyal,Savings,Wealth,0.53,2,Pending,10
106368,Vyanjana Ramachandran,Current,Platinum,0.25,3,Pending,15
102271,Tamanna D’Alia,Salary,Regular,0.38,3,Verified,8
109027,Samesh Bhakta,Current,Platinum,0.03,9,Pending,4
104839,Manan Brahmbhatt,NRI,Regular,0.06,10,Verified,16
107751,Chaitanya Kant,Current,Gold,0.53,8,Expired,17
108544,Orinder Tiwari,Current,Regular,1.0,6,Pending,25
106222,Oni Mangal,Savings,Wealth,1.0,4,Pending,8
103239,Ekavir Rajagopalan,Salary,Gold,0.6,6,Pending,23
106943,Raksha Handa,Savings,Wealth,0.11,3,Pending,22
104168,Ikshita Raghavan,Savings,Wealth,0.3,3,Pending,11
106724,Hemangini Majumdar,Current,Silver,0.8,10,Pending,20
106907,Gabriel Kala,NRI,Gold,0.5,3,Verified,22
102890,Anay Subramaniam,Savings,Gold,0.13,6,Verified,5
104931,Maanav Sankaran,Savings,Silver,0.53,7,Pending,22
100477,Veda Gour,Salary,Regular,0.44,7,Expired,7
105453,Gauri Sahni,Current,Platinum,0.43,8,Verified,4
100293,Arjun Badami,Current,Gold,0.46,6,Verified,6
107047,Baljiwan Oza,Current,Gold,0.7,10,Expired,15
104383,Manya Butala,Savings,Platinum,0.56,5,Verified,24
108857,Gavin Raju,Salary,Wealth,0.14,10,Expired,12
107036,Gaurang Kala,NRI,Gold,0.88,3,Verified,10
109340,Chandran Chandran,Salary,Gold,0.83,10,Expired,25
102156,Ridhi Bhasin,Current,Regular,0.04,4,Expired,24
102163,Warjas Sethi,Salary,Silver,0.69,4,Verified,1
105460,Rohan Chacko,Salary,Gold,0.87,10,Expired,2
108053,Omkaar Patla,NRI,Gold,0.09,7,Pending,5
100627,Om Virk,Savings,Silver,0.32,0,Expired,21
103639,Lipika Ben,Current,Gold,0.87,6,Pending,23
100133,Jason Arora,Current,Platinum,0.35,1,Pending,17
107258,Gautami Jha,Salary,Wealth,0.15,7,Expired,10
101918,Aarush Chauhan,NRI,Wealth,0.46,9,Verified,3
106887,Balvan Keer,NRI,Gold,0.58,9,Verified,20
108427,Kashvi Minhas,Salary,Wealth,0.12,2,Expired,10
108638,Xalak Bajwa,NRI,Gold,0.26,10,Expired,1
101090,Owen Pant,Current,Platinum,0.45,1,Expired,13
104301,Ekani Sant,Savings,Regular,0.77,6,Verified,13
107042,Priya Pradhan,Current,Gold,0.34,7,Verified,11
100609,Amrita Prashad,Savings,Platinum,0.11,3,Expired,25
103804,Parth Bakshi,NRI,Gold,0.78,4,Pending,17
101028,Pratyush Krish,Current,Silver,0.34,10,Pending,9
105804,Shivani Shenoy,Current,Gold,0.24,1,Verified,19
102490,Pranav Tripathi,NRI,Gold,0.72,5,Verified,9
104491,Mekhala Rai,Current,Gold,0.4,10,Verified,3
105338,Benjamin Basak,Savings,Wealth,0.32,5,Pending,1
103652,Frederick Naik,Savings,Platinum,0.9,1,Pending,13
101220,George Korpal,Savings,Gold,0.95,5,Expired,24
108878,Krishna Chaudhry,Current,Wealth,0.92,10,Expired,20
109847,Simon Tripathi,Savings,Platinum,0.43,4,Pending,9
106166,Frederick Bora,Salary,Regular,0.64,6,Expired,11
108901,Darpan Verma,Salary,Wealth,0.14,0,Verified,24
109944,Pavani Kakar,Salary,Wealth,0.05,6,Verified,11
107769,Nathaniel Patla,Current,Silver,0.87,9,Expired,2
108461,Yutika Varughese,NRI,Regular,0.82,6,Expired,11
101259,Aarnav Venkatesh,Salary,Wealth,0.67,4,Expired,11
108889,Lakshmi Buch,NRI,Gold,0.54,4,Expired,23
107498,Anjali Kant,NRI,Silver,0.82,8,Expired,11
106790,Vrishti Madan,Savings,Platinum,0.96,6,Pending,14
106467,Arin Grewal,NRI,Gold,0.39,0,Pending,16
101796,Indrajit Bhatti,Current,Gold,0.85,7,Expired,5
107056,Manthan Mohanty,Savings,Wealth,0.14,1,Verified,3
107979,Alexander Master,NRI,Gold,0.48,6,Expired,19
100694,Finn Zacharia,Savings,Wealth,0.55,10,Verified,18
103247,Hiral Chakraborty,Current,Regular,0.66,8,Pending,6
109134,Falguni Lall,NRI,Platinum,0.94,9,Expired,23
109445,Vedhika Yohannan,NRI,Regular,0.82,1,Expired,5
103803,Isaiah Virk,NRI,Platinum,0.13,4,Pending,8
109347,Radha Chokshi,Savings,Gold,0.56,7,Verified,21
103093,Jonathan Tak,Current,Gold,0.11,5,Verified,4
102887,Simon Viswanathan,Current,Gold,0.02,3,Expired,9
101019,Noah Ahuja,Salary,Platinum,0.81,0,Pending,20
101710,Sanya Ram,NRI,Wealth,0.39,3,Verified,16
103378,Ubika Doshi,Current,Silver,0.41,9,Expired,24
100070,Finn Karan,Salary,Gold,0.89,7,Expired,23
102776,Vasana Kata,Savings,Gold,0.15,8,Expired,14
109958,Rachana Maharaj,Savings,Silver,0.06,5,Verified,3
109539,Neha Das,Savings,Regular,0.39,9,Verified,25
106033,Unnati Chokshi,Savings,Regular,0.91,1,Pending,24
106088,Benjamin Krishnamurthy,NRI,Wealth,0.45,10,Expired,25
108714,Ikbal Tara,NRI,Regular,0.33,1,Verified,19
100019,William Gaba,Salary,Gold,0.83,5,Expired,18
